movieId,title,genres,year,tag,content
2041,Condorman,Action Adventure Children Comedy,1981.0,,condorman action adventure children comedy
2042,D2: The Mighty Ducks,Children Comedy,1994.0,,d2 the mighty ducks children comedy
2043,Darby O'Gill and the Little People,Adventure Children Fantasy,1959.0,,darby o gill and the little people adventure children fantasy
2044,"Devil and Max Devlin, The",Comedy Fantasy,1981.0,,devil and max devlin the comedy fantasy
2046,Flight of the Navigator,Adventure Children Sci-Fi,1986.0,,flight of the navigator adventure children sci fi
2048,"Great Mouse Detective, The",Action Animation Children Crime,1986.0,,great mouse detective the action animation children crime
2050,Herbie Goes Bananas,Adventure Children Comedy,1980.0,,herbie goes bananas adventure children comedy
2051,Herbie Goes to Monte Carlo,Adventure Children Comedy,1977.0,,herbie goes to monte carlo adventure children comedy
2052,Hocus Pocus,Children Comedy Fantasy Horror,1993.0,,hocus pocus children comedy fantasy horror
2053,"Honey, I Blew Up the Kid",Children Comedy Sci-Fi,1992.0,,honey i blew up the kid children comedy sci fi
2054,"Honey, I Shrunk the Kids",Adventure Children Comedy Fantasy Sci-Fi,1989.0,disney,honey i shrunk the kids adventure children comedy fantasy sci fi disney
2055,Hot Lead and Cold Feet,Action Comedy Western,1978.0,,hot lead and cold feet action comedy western
2056,In Search of the Castaways,Adventure Children,1962.0,,in search of the castaways adventure children
2057,"Incredible Journey, The",Adventure Children,1963.0,,incredible journey the adventure children
2058,"Negotiator, The",Action Crime Drama Mystery Thriller,1998.0,police,negotiator the action crime drama mystery thriller police
2059,"Parent Trap, The",Children Comedy Romance,1998.0,twins,parent trap the children comedy romance twins
2060,BASEketball,Comedy,1998.0,,baseketball comedy
2064,Roger & Me,Documentary,1989.0,general motors michigan,roger me documentary general motors michigan
2065,"Purple Rose of Cairo, The",Comedy Drama Fantasy Romance,1985.0,in netflix queue,purple rose of cairo the comedy drama fantasy romance in netflix queue
2066,Out of the Past,Film-Noir,1947.0,memory,out of the past film noir memory
2067,Doctor Zhivago,Drama Romance War,1965.0,,doctor zhivago drama romance war
2068,Fanny and Alexander (Fanny och Alexander),Drama Fantasy Mystery,1982.0,,fanny and alexander fanny och alexander drama fantasy mystery
2069,"Trip to Bountiful, The",Drama,1985.0,,trip to bountiful the drama
2070,Tender Mercies,Drama Romance Western,1983.0,music,tender mercies drama romance western music
2071,And the Band Played On,Drama,1993.0,aids in netflix queue,and the band played on drama aids in netflix queue
2072,"'burbs, The",Comedy,1989.0,,burbs the comedy
2073,Fandango,Comedy,1985.0,,fandango comedy
2074,"Night Porter, The (Portiere di notte, Il)",Crime Drama Romance,1974.0,,night porter the portiere di notte il crime drama romance
2075,Mephisto,Drama War,1981.0,,mephisto drama war
2076,Blue Velvet,Drama Mystery Thriller,1986.0,sexuality suburbia,blue velvet drama mystery thriller sexuality suburbia
2077,"Journey of Natty Gann, The",Adventure Children,1985.0,,journey of natty gann the adventure children
2078,"Jungle Book, The",Animation Children Comedy Musical,1967.0,disney,jungle book the animation children comedy musical disney
2080,Lady and the Tramp,Animation Children Comedy Romance,1955.0,disney,lady and the tramp animation children comedy romance disney
2081,"Little Mermaid, The",Animation Children Comedy Musical Romance,1989.0,,little mermaid the animation children comedy musical romance
2082,"Mighty Ducks, The",Children Comedy,1992.0,,mighty ducks the children comedy
2083,"Muppet Christmas Carol, The",Children Comedy Musical,1992.0,,muppet christmas carol the children comedy musical
2084,Newsies,Children Musical,1992.0,,newsies children musical
2085,101 Dalmatians (One Hundred and One Dalmatians),Adventure Animation Children,1961.0,disney,101 dalmatians one hundred and one dalmatians adventure animation children disney
2087,Peter Pan,Animation Children Fantasy Musical,1953.0,,peter pan animation children fantasy musical
2088,Popeye,Adventure Comedy Musical,1980.0,,popeye adventure comedy musical
2089,"Rescuers Down Under, The",Adventure Animation Children,1990.0,,rescuers down under the adventure animation children
2090,"Rescuers, The",Adventure Animation Children Crime Drama,1977.0,,rescuers the adventure animation children crime drama
2091,Return from Witch Mountain,Children Sci-Fi,1978.0,,return from witch mountain children sci fi
2092,"Return of Jafar, The",Adventure Animation Children Fantasy Musical Romance,1994.0,,return of jafar the adventure animation children fantasy musical romance
2093,Return to Oz,Adventure Children Fantasy,1985.0,,return to oz adventure children fantasy
2094,"Rocketeer, The",Action Adventure Sci-Fi,1991.0,,rocketeer the action adventure sci fi
2095,"Shaggy D.A., The",Children Comedy,1976.0,,shaggy d a the children comedy
2096,Sleeping Beauty,Animation Children Musical,1959.0,,sleeping beauty animation children musical
2097,Something Wicked This Way Comes,Children Drama Fantasy Mystery Thriller,1983.0,carnival ray bradbury,something wicked this way comes children drama fantasy mystery thriller carnival ray bradbury
2098,Son of Flubber,Children Comedy,1963.0,,son of flubber children comedy
2099,Song of the South,Adventure Animation Children Musical,1946.0,,song of the south adventure animation children musical
2100,Splash,Comedy Fantasy Romance,1984.0,mermaid,splash comedy fantasy romance mermaid
2102,Steamboat Willie,Animation Children Comedy Musical,1928.0,,steamboat willie animation children comedy musical
2103,Tall Tale,Adventure Children Fantasy Western,1995.0,,tall tale adventure children fantasy western
2104,Tex,Drama,1982.0,,tex drama
2105,Tron,Action Adventure Sci-Fi,1982.0,,tron action adventure sci fi
2106,Swing Kids,Drama War,1993.0,,swing kids drama war
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),Horror Thriller,1998.0,,halloween h20 20 years later halloween 7 the revenge of laurie strode horror thriller
2108,L.A. Story,Comedy Romance,1991.0,weather forecaster,l a story comedy romance weather forecaster
2109,"Jerk, The",Comedy,1979.0,,jerk the comedy
2110,Dead Men Don't Wear Plaid,Comedy Crime Thriller,1982.0,,dead men don t wear plaid comedy crime thriller
2111,"Man with Two Brains, The",Comedy,1983.0,,man with two brains the comedy
2112,Grand Canyon,Crime Drama,1991.0,,grand canyon crime drama
2114,"Outsiders, The",Drama,1983.0,s.e. hinton,outsiders the drama s e hinton
2115,Indiana Jones and the Temple of Doom,Action Adventure Fantasy,1984.0,archaeology,indiana jones and the temple of doom action adventure fantasy archaeology
2116,"Lord of the Rings, The",Adventure Animation Children Fantasy,1978.0,tolkein classic,lord of the rings the adventure animation children fantasy tolkein classic
2117,1984 (Nineteen Eighty-Four),Drama Sci-Fi,1984.0,,1984 nineteen eighty four drama sci fi
2118,"Dead Zone, The",Thriller,1983.0,stephen king,dead zone the thriller stephen king
2119,Maximum Overdrive,Horror,1986.0,,maximum overdrive horror
2120,Needful Things,Drama Horror,1993.0,,needful things drama horror
2121,Cujo,Horror Thriller,1983.0,stephen king,cujo horror thriller stephen king
2122,Children of the Corn,Horror Thriller,1984.0,stephen king,children of the corn horror thriller stephen king
2123,All Dogs Go to Heaven,Animation Children Comedy Drama Fantasy,1989.0,,all dogs go to heaven animation children comedy drama fantasy
2124,"Addams Family, The",Children Comedy Fantasy,1991.0,black comedy christina ricci christopher lloyd family gothic quirky,addams family the children comedy fantasy black comedy christina ricci christopher lloyd family gothic quirky
2125,Ever After: A Cinderella Story,Comedy Drama Romance,1998.0,,ever after a cinderella story comedy drama romance
2126,Snake Eyes,Action Crime Mystery Thriller,1998.0,,snake eyes action crime mystery thriller
2130,Atlantic City,Crime Drama Romance,1980.0,,atlantic city crime drama romance
2131,Autumn Sonata (Höstsonaten),Drama,1978.0,,autumn sonata h stsonaten drama
2132,Who's Afraid of Virginia Woolf?,Drama,1966.0,,who s afraid of virginia woolf drama
2133,Adventures in Babysitting,Adventure Comedy,1987.0,,adventures in babysitting adventure comedy
2134,Weird Science,Comedy Fantasy Sci-Fi,1985.0,,weird science comedy fantasy sci fi
2135,Doctor Dolittle,Adventure Children Musical,1967.0,,doctor dolittle adventure children musical
2136,"Nutty Professor, The",Comedy Sci-Fi,1963.0,,nutty professor the comedy sci fi
2137,Charlotte's Web,Animation Children,1973.0,,charlotte s web animation children
2138,Watership Down,Adventure Animation Children Drama Fantasy,1978.0,atmospheric beautiful,watership down adventure animation children drama fantasy atmospheric beautiful
2139,"Secret of NIMH, The",Adventure Animation Children Drama,1982.0,mice,secret of nimh the adventure animation children drama mice
2140,"Dark Crystal, The",Adventure Fantasy,1982.0,,dark crystal the adventure fantasy
2141,"American Tail, An",Adventure Animation Children Comedy,1986.0,,american tail an adventure animation children comedy
2142,"American Tail: Fievel Goes West, An",Adventure Animation Children Musical Western,1991.0,,american tail fievel goes west an adventure animation children musical western
2143,Legend,Adventure Fantasy Romance,1985.0,,legend adventure fantasy romance
2144,Sixteen Candles,Comedy Romance,1984.0,,sixteen candles comedy romance
2145,Pretty in Pink,Comedy Drama Romance,1986.0,1980s high school,pretty in pink comedy drama romance 1980s high school
2146,St. Elmo's Fire,Drama Romance,1985.0,post-college,st elmo s fire drama romance post college
2147,"Clan of the Cave Bear, The",Adventure Drama Fantasy,1986.0,,clan of the cave bear the adventure drama fantasy
2148,House,Comedy Fantasy Horror,1986.0,,house comedy fantasy horror
2149,House II: The Second Story,Comedy Fantasy Horror,1987.0,,house ii the second story comedy fantasy horror
2150,"Gods Must Be Crazy, The",Adventure Comedy,1980.0,,gods must be crazy the adventure comedy
2151,"Gods Must Be Crazy II, The",Comedy,1989.0,,gods must be crazy ii the comedy
2152,Air Bud: Golden Receiver,Children Comedy,1998.0,,air bud golden receiver children comedy
2153,"Avengers, The",Action Adventure,1998.0,,avengers the action adventure
2154,How Stella Got Her Groove Back,Drama Romance,1998.0,,how stella got her groove back drama romance
2155,"Slums of Beverly Hills, The",Comedy Drama,1998.0,,slums of beverly hills the comedy drama
2156,"Best Man, The (Testimone dello sposo, Il)",Comedy Drama Romance,1998.0,,best man the testimone dello sposo il comedy drama romance
2159,Henry: Portrait of a Serial Killer,Crime Horror Thriller,1986.0,,henry portrait of a serial killer crime horror thriller
2160,Rosemary's Baby,Drama Horror Thriller,1968.0,atmospheric creepy paranoia scary suspense demons,rosemary s baby drama horror thriller atmospheric creepy paranoia scary suspense demons
2161,"NeverEnding Story, The",Adventure Children Fantasy,1984.0,,neverending story the adventure children fantasy
2162,"NeverEnding Story II: The Next Chapter, The",Adventure Children Fantasy,1990.0,,neverending story ii the next chapter the adventure children fantasy
2163,Attack of the Killer Tomatoes!,Comedy Horror,1978.0,,attack of the killer tomatoes comedy horror
2164,Surf Nazis Must Die,Action Comedy Drama Horror,1987.0,,surf nazis must die action comedy drama horror
2165,Your Friends and Neighbors,Comedy Drama,1998.0,,your friends and neighbors comedy drama
2166,Return to Paradise,Crime Drama Romance Thriller,1998.0,,return to paradise crime drama romance thriller
2167,Blade,Action Horror Thriller,1998.0,vampires,blade action horror thriller vampires
2169,Dead Man on Campus,Comedy,1998.0,,dead man on campus comedy
2170,Wrongfully Accused,Action Comedy,1998.0,,wrongfully accused action comedy
2171,Next Stop Wonderland,Comedy Drama Romance,1998.0,aquarium boston personals ads,next stop wonderland comedy drama romance aquarium boston personals ads
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",Comedy Drama,1998.0,,strike a k a all i wanna do the hairy bird comedy drama
2174,Beetlejuice,Comedy Fantasy,1988.0,,beetlejuice comedy fantasy
2175,Déjà Vu,Drama Romance,1997.0,,d j vu drama romance
2176,Rope,Crime Drama Thriller,1948.0,,rope crime drama thriller
2177,Family Plot,Comedy Thriller,1976.0,,family plot comedy thriller
2178,Frenzy,Thriller,1972.0,,frenzy thriller
2179,Topaz,Thriller,1969.0,,topaz thriller
2180,Torn Curtain,Thriller,1966.0,,torn curtain thriller
2181,Marnie,Drama Mystery Romance Thriller,1964.0,,marnie drama mystery romance thriller
2182,"Wrong Man, The",Drama Film-Noir Thriller,1956.0,,wrong man the drama film noir thriller
2183,"Man Who Knew Too Much, The",Adventure Drama Mystery Thriller,1956.0,,man who knew too much the adventure drama mystery thriller
2184,"Trouble with Harry, The",Comedy Mystery,1955.0,,trouble with harry the comedy mystery
2185,I Confess,Thriller,1953.0,,i confess thriller
2186,Strangers on a Train,Crime Drama Film-Noir Thriller,1951.0,murder,strangers on a train crime drama film noir thriller murder
2187,Stage Fright,Mystery Romance Thriller,1950.0,theater,stage fright mystery romance thriller theater
2188,54,Drama,1998.0,,54 drama
2190,Why Do Fools Fall In Love?,Drama,1998.0,,why do fools fall in love drama
2193,Willow,Action Adventure Fantasy,1988.0,,willow action adventure fantasy
2194,"Untouchables, The",Action Crime Drama,1987.0,capone gangsters,untouchables the action crime drama capone gangsters
2195,Dirty Work,Comedy,1998.0,,dirty work comedy
2196,Knock Off,Action,1998.0,,knock off action
2201,"Paradine Case, The",Drama,1947.0,,paradine case the drama
2202,Lifeboat,Drama War,1944.0,survival,lifeboat drama war survival
2203,Shadow of a Doubt,Crime Drama Thriller,1943.0,small towns,shadow of a doubt crime drama thriller small towns
2204,Saboteur,Mystery Thriller,1942.0,,saboteur mystery thriller
2205,Mr. & Mrs. Smith,Comedy Romance,1941.0,,mr mrs smith comedy romance
2206,Suspicion,Film-Noir Mystery Thriller,1941.0,paranoia,suspicion film noir mystery thriller paranoia
2207,Jamaica Inn,Drama,1939.0,,jamaica inn drama
2208,"Lady Vanishes, The",Drama Mystery Thriller,1938.0,train,lady vanishes the drama mystery thriller train
2210,Sabotage,Thriller,1936.0,,sabotage thriller
2211,Secret Agent,Thriller,1936.0,,secret agent thriller
2212,"Man Who Knew Too Much, The",Drama Thriller,1934.0,,man who knew too much the drama thriller
2226,"Ring, The",Drama,1927.0,,ring the drama
2227,"Lodger: A Story of the London Fog, The",Crime Drama Thriller,1927.0,,lodger a story of the london fog the crime drama thriller
2231,Rounders,Drama,1998.0,,rounders drama
2232,Cube,Horror Mystery Sci-Fi Thriller,1997.0,,cube horror mystery sci fi thriller
2236,Simon Birch,Drama,1998.0,,simon birch drama
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Comedy Drama,1975.0,,swept away travolti da un insolito destino nell azzurro mare d agosto comedy drama
2240,My Bodyguard,Drama,1980.0,,my bodyguard drama
2241,Class,Comedy,1983.0,,class comedy
2243,Broadcast News,Comedy Drama Romance,1987.0,journalism,broadcast news comedy drama romance journalism
2244,"Allnighter, The",Comedy Romance,1987.0,,allnighter the comedy romance
2245,Working Girl,Comedy Drama Romance,1988.0,,working girl comedy drama romance
2247,Married to the Mob,Comedy,1988.0,mafia,married to the mob comedy mafia
2248,Say Anything...,Comedy Drama Romance,1989.0,in your eyes lloyd dobbler,say anything comedy drama romance in your eyes lloyd dobbler
2249,My Blue Heaven,Comedy,1990.0,mafia,my blue heaven comedy mafia
2252,Hero,Comedy Drama,1992.0,,hero comedy drama
2253,Toys,Comedy Fantasy,1992.0,,toys comedy fantasy
2255,Young Doctors in Love,Comedy,1982.0,,young doctors in love comedy
2256,Parasite,Horror Sci-Fi,1982.0,,parasite horror sci fi
2257,No Small Affair,Comedy Romance,1984.0,,no small affair comedy romance
2259,Blame It on Rio,Comedy Romance,1984.0,,blame it on rio comedy romance
2260,Wisdom,Crime Drama,1986.0,,wisdom crime drama
2261,One Crazy Summer,Comedy,1986.0,,one crazy summer comedy
2262,About Last Night...,Comedy Drama Romance,1986.0,,about last night comedy drama romance
2263,"Seventh Sign, The",Drama Fantasy Thriller,1988.0,,seventh sign the drama fantasy thriller
2264,We're No Angels,Comedy Crime,1989.0,,we re no angels comedy crime
2265,Nothing But Trouble,Adventure Comedy,1991.0,,nothing but trouble adventure comedy
2266,"Butcher's Wife, The",Comedy Romance,1991.0,,butcher s wife the comedy romance
2267,Mortal Thoughts,Mystery Thriller,1991.0,,mortal thoughts mystery thriller
2268,"Few Good Men, A",Crime Drama Thriller,1992.0,court military,few good men a crime drama thriller court military
2269,Indecent Proposal,Drama Romance,1993.0,,indecent proposal drama romance
2271,Permanent Midnight,Drama,1998.0,,permanent midnight drama
2272,One True Thing,Drama,1998.0,,one true thing drama
2273,Rush Hour,Action Comedy Crime Thriller,1998.0,,rush hour action comedy crime thriller
2275,Six-String Samurai,Action Adventure Sci-Fi,1998.0,,six string samurai action adventure sci fi
2278,Ronin,Action Crime Thriller,1998.0,,ronin action crime thriller
2279,Urban Legend,Horror Thriller,1998.0,,urban legend horror thriller
2280,Clay Pigeons,Crime,1998.0,,clay pigeons crime
2281,Monument Ave.,Action Crime Drama,1998.0,,monument ave action crime drama
2282,Pecker,Comedy Drama,1998.0,,pecker comedy drama
2283,"Sheltering Sky, The",Drama,1990.0,,sheltering sky the drama
2286,"Fiendish Plot of Dr. Fu Manchu, The",Comedy,1980.0,,fiendish plot of dr fu manchu the comedy
2287,Them!,Horror Sci-Fi Thriller,1954.0,,them horror sci fi thriller
2288,"Thing, The",Action Horror Sci-Fi Thriller,1982.0,,thing the action horror sci fi thriller
2289,"Player, The",Comedy Crime Drama,1992.0,,player the comedy crime drama
2290,Stardust Memories,Comedy Drama,1980.0,,stardust memories comedy drama
2291,Edward Scissorhands,Drama Fantasy Romance,1990.0,freaks,edward scissorhands drama fantasy romance freaks
2292,Overnight Delivery,Comedy Romance,1998.0,,overnight delivery comedy romance
2294,Antz,Adventure Animation Children Comedy Fantasy,1998.0,,antz adventure animation children comedy fantasy
2295,"Impostors, The",Comedy,1998.0,screwball,impostors the comedy screwball
2296,"Night at the Roxbury, A",Comedy,1998.0,snl,night at the roxbury a comedy snl
2297,What Dreams May Come,Adventure Drama Fantasy Romance,1998.0,,what dreams may come adventure drama fantasy romance
2298,Strangeland,Thriller,1998.0,,strangeland thriller
2300,"Producers, The",Comedy,1968.0,broadway,producers the comedy broadway
2301,History of the World: Part I,Comedy Musical,1981.0,,history of the world part i comedy musical
2302,My Cousin Vinny,Comedy,1992.0,court,my cousin vinny comedy court
2303,Nashville,Drama Musical,1975.0,,nashville drama musical
2304,Love Is the Devil,Drama,1998.0,,love is the devil drama
2306,Holy Man,Comedy,1998.0,,holy man comedy
2307,One Tough Cop,Action Crime,1998.0,,one tough cop action crime
2310,"Mighty, The",Drama,1998.0,adolescence,mighty the drama adolescence
2311,2010: The Year We Make Contact,Sci-Fi,1984.0,,2010 the year we make contact sci fi
2312,Children of a Lesser God,Drama,1986.0,death penalty,children of a lesser god drama death penalty
2313,"Elephant Man, The",Drama,1980.0,freaks,elephant man the drama freaks
2314,Beloved,Drama,1998.0,,beloved drama
2315,Bride of Chucky (Child's Play 4),Comedy Horror Thriller,1998.0,,bride of chucky child s play 4 comedy horror thriller
2316,Practical Magic,Drama Fantasy Mystery Romance,1998.0,,practical magic drama fantasy mystery romance
2318,Happiness,Comedy Drama,1998.0,,happiness comedy drama
2320,Apt Pupil,Drama Thriller,1998.0,,apt pupil drama thriller
2321,Pleasantville,Comedy Drama Fantasy,1998.0,,pleasantville comedy drama fantasy
2322,Soldier,Action Sci-Fi War,1998.0,,soldier action sci fi war
2323,"Cruise, The",Documentary,1998.0,,cruise the documentary
2324,Life Is Beautiful (La Vita è bella),Comedy Drama Romance War,1997.0,holocaust bittersweet emotional heartwarming poignant sentimental tear jerker tearjerking,life is beautiful la vita bella comedy drama romance war holocaust bittersweet emotional heartwarming poignant sentimental tear jerker tearjerking
2325,Orgazmo,Comedy,1997.0,,orgazmo comedy
2327,Tales from the Darkside: The Movie,Fantasy Horror Thriller,1990.0,,tales from the darkside the movie fantasy horror thriller
2328,Vampires,Horror Western,1998.0,,vampires horror western
2329,American History X,Crime Drama,1998.0,thought-provoking racism edward norton emotional politics,american history x crime drama thought provoking racism edward norton emotional politics
2330,Hands on a Hard Body,Comedy Documentary,1996.0,,hands on a hard body comedy documentary
2331,Living Out Loud,Comedy Drama Romance,1998.0,,living out loud comedy drama romance
2332,Belly,Crime Drama,1998.0,,belly crime drama
2333,Gods and Monsters,Drama,1998.0,,gods and monsters drama
2334,"Siege, The",Action Thriller,1998.0,terrorism,siege the action thriller terrorism
2335,"Waterboy, The",Comedy,1998.0,football,waterboy the comedy football
2336,Elizabeth,Drama,1998.0,england,elizabeth drama england
2337,Velvet Goldmine,Drama,1998.0,,velvet goldmine drama
2338,I Still Know What You Did Last Summer,Horror Mystery Thriller,1998.0,,i still know what you did last summer horror mystery thriller
2339,I'll Be Home For Christmas,Comedy Romance,1998.0,,i ll be home for christmas comedy romance
2340,Meet Joe Black,Romance,1998.0,,meet joe black romance
2342,Hard Core Logo,Comedy Drama,1996.0,,hard core logo comedy drama
2344,Runaway Train,Action Adventure Drama Thriller,1985.0,,runaway train action adventure drama thriller
2346,"Stepford Wives, The",Mystery Sci-Fi Thriller,1975.0,,stepford wives the mystery sci fi thriller
2347,"Pope of Greenwich Village, The",Drama,1984.0,,pope of greenwich village the drama
2348,Sid and Nancy,Drama,1986.0,,sid and nancy drama
2349,Mona Lisa,Comedy Thriller,1986.0,,mona lisa comedy thriller
2350,Heart Condition,Comedy,1990.0,,heart condition comedy
2351,"Nights of Cabiria (Notti di Cabiria, Le)",Drama,1957.0,in netflix queue,nights of cabiria notti di cabiria le drama in netflix queue
2352,"Big Chill, The",Comedy Drama,1983.0,,big chill the comedy drama
2353,Enemy of the State,Action Thriller,1998.0,,enemy of the state action thriller
2354,"Rugrats Movie, The",Animation Children Comedy,1998.0,,rugrats movie the animation children comedy
2355,"Bug's Life, A",Adventure Animation Children Comedy,1998.0,pixar,bug s life a adventure animation children comedy pixar
2356,Celebrity,Comedy,1998.0,,celebrity comedy
2357,Central Station (Central do Brasil),Drama,1998.0,south america,central station central do brasil drama south america
2358,Savior,Drama War,1998.0,,savior drama war
2359,Waking Ned Devine (a.k.a. Waking Ned),Comedy,1998.0,,waking ned devine a k a waking ned comedy
2360,"Celebration, The (Festen)",Drama,1998.0,in netflix queue,celebration the festen drama in netflix queue
2361,Pink Flamingos,Comedy,1972.0,,pink flamingos comedy
2362,Glen or Glenda,Drama,1953.0,,glen or glenda drama
2363,Godzilla (Gojira),Drama Horror Sci-Fi,1954.0,,godzilla gojira drama horror sci fi
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",Action Horror Sci-Fi Thriller,1984.0,,godzilla 1985 the legend is reborn gojira godzilla return of godzilla the action horror sci fi thriller
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),Action Sci-Fi,1962.0,,king kong vs godzilla kingukongu tai gojira action sci fi
2366,King Kong,Action Adventure Fantasy Horror,1933.0,,king kong action adventure fantasy horror
2367,King Kong,Adventure Fantasy Romance Sci-Fi Thriller,1976.0,,king kong adventure fantasy romance sci fi thriller
2368,King Kong Lives,Adventure Sci-Fi,1986.0,,king kong lives adventure sci fi
2369,Desperately Seeking Susan,Comedy Drama Romance,1985.0,,desperately seeking susan comedy drama romance
2370,"Emerald Forest, The",Action Adventure Drama,1985.0,,emerald forest the action adventure drama
2371,Fletch,Comedy Crime Mystery,1985.0,,fletch comedy crime mystery
2372,Fletch Lives,Comedy,1989.0,,fletch lives comedy
2373,Red Sonja,Action Adventure Fantasy,1985.0,,red sonja action adventure fantasy
2374,Gung Ho,Comedy Drama,1986.0,,gung ho comedy drama
2375,"Money Pit, The",Comedy,1986.0,,money pit the comedy
2376,"View to a Kill, A",Action Adventure Thriller,1985.0,,view to a kill a action adventure thriller
2377,Lifeforce,Horror Sci-Fi,1985.0,,lifeforce horror sci fi
2378,Police Academy,Comedy Crime,1984.0,,police academy comedy crime
2379,Police Academy 2: Their First Assignment,Comedy Crime,1985.0,,police academy 2 their first assignment comedy crime
2380,Police Academy 3: Back in Training,Comedy Crime,1986.0,,police academy 3 back in training comedy crime
2381,Police Academy 4: Citizens on Patrol,Comedy Crime,1987.0,,police academy 4 citizens on patrol comedy crime
2382,Police Academy 5: Assignment: Miami Beach,Comedy Crime,1988.0,,police academy 5 assignment miami beach comedy crime
2383,Police Academy 6: City Under Siege,Comedy Crime,1989.0,,police academy 6 city under siege comedy crime
2384,Babe: Pig in the City,Adventure Children Drama,1998.0,,babe pig in the city adventure children drama
2385,Home Fries,Comedy Romance,1998.0,,home fries comedy romance
2387,Very Bad Things,Comedy Crime,1998.0,dark comedy dark humor,very bad things comedy crime dark comedy dark humor
2388,Steam: The Turkish Bath (Hamam),Drama Romance,1997.0,,steam the turkish bath hamam drama romance
2389,Psycho,Crime Horror Thriller,1998.0,,psycho crime horror thriller
2390,Little Voice,Comedy,1998.0,in netflix queue,little voice comedy in netflix queue
2391,"Simple Plan, A",Crime Drama Thriller,1998.0,heist,simple plan a crime drama thriller heist
2392,Jack Frost,Children Comedy Drama,1998.0,,jack frost children comedy drama
2393,Star Trek: Insurrection,Action Drama Romance Sci-Fi,1998.0,cameo:whoopi goldberg space opera star trek,star trek insurrection action drama romance sci fi cameo whoopi goldberg space opera star trek
2394,"Prince of Egypt, The",Animation Musical,1998.0,bible moses,prince of egypt the animation musical bible moses
2395,Rushmore,Comedy Drama,1998.0,,rushmore comedy drama
2396,Shakespeare in Love,Comedy Drama Romance,1998.0,england,shakespeare in love comedy drama romance england
2398,Miracle on 34th Street,Comedy Drama,1947.0,,miracle on 34th street comedy drama
2399,Santa Claus: The Movie,Adventure Children Fantasy,1985.0,,santa claus the movie adventure children fantasy
2400,Prancer,Children Drama Fantasy,1989.0,,prancer children drama fantasy
2401,Pale Rider,Western,1985.0,,pale rider western
2402,Rambo: First Blood Part II,Action Adventure Thriller,1985.0,,rambo first blood part ii action adventure thriller
2403,First Blood (Rambo: First Blood),Action Adventure Drama Thriller,1982.0,,first blood rambo first blood action adventure drama thriller
2404,Rambo III,Action Adventure Thriller War,1988.0,,rambo iii action adventure thriller war
2405,"Jewel of the Nile, The",Action Adventure Comedy Romance,1985.0,,jewel of the nile the action adventure comedy romance
2406,Romancing the Stone,Action Adventure Comedy Romance,1984.0,,romancing the stone action adventure comedy romance
2407,Cocoon,Comedy Sci-Fi,1985.0,,cocoon comedy sci fi
2408,Cocoon: The Return,Comedy Sci-Fi,1988.0,,cocoon the return comedy sci fi
2409,Rocky II,Action Drama,1979.0,,rocky ii action drama
2410,Rocky III,Action Drama,1982.0,boxing,rocky iii action drama boxing
2411,Rocky IV,Action Drama,1985.0,boxing,rocky iv action drama boxing
2412,Rocky V,Action Drama,1990.0,boxing,rocky v action drama boxing
2413,Clue,Comedy Crime Mystery Thriller,1985.0,,clue comedy crime mystery thriller
2414,Young Sherlock Holmes,Action Adventure Children Fantasy Mystery Thriller,1985.0,,young sherlock holmes action adventure children fantasy mystery thriller
2415,Violets Are Blue...,Drama Romance,1986.0,,violets are blue drama romance
2416,Back to School,Comedy,1986.0,,back to school comedy
2417,Heartburn,Comedy Drama,1986.0,,heartburn comedy drama
2418,Nothing in Common,Comedy,1986.0,,nothing in common comedy
2419,Extremities,Drama Thriller,1986.0,,extremities drama thriller
2420,"Karate Kid, The",Drama,1984.0,martial arts,karate kid the drama martial arts
2421,"Karate Kid, Part II, The",Action Adventure Drama,1986.0,martial arts,karate kid part ii the action adventure drama martial arts
2422,"Karate Kid, Part III, The",Action Adventure Children Drama,1989.0,martial arts,karate kid part iii the action adventure children drama martial arts
2423,Christmas Vacation (National Lampoon's Christmas Vacation),Comedy,1989.0,christmas,christmas vacation national lampoon s christmas vacation comedy christmas
2424,You've Got Mail,Comedy Romance,1998.0,e-mail remake,you ve got mail comedy romance e mail remake
2425,"General, The",Crime,1998.0,,general the crime
2427,"Thin Red Line, The",Action Drama War,1998.0,,thin red line the action drama war
2428,"Faculty, The",Horror Sci-Fi,1998.0,,faculty the horror sci fi
2429,Mighty Joe Young,Action Adventure Drama Fantasy Thriller,1998.0,,mighty joe young action adventure drama fantasy thriller
2430,Mighty Joe Young,Adventure Children Drama,1949.0,,mighty joe young adventure children drama
2431,Patch Adams,Comedy Drama,1998.0,doctors bad,patch adams comedy drama doctors bad
2432,Stepmom,Drama,1998.0,,stepmom drama
2433,"Civil Action, A",Drama,1998.0,,civil action a drama
2435,Hurlyburly,Drama,1998.0,,hurlyburly drama
2436,Tea with Mussolini,Comedy Drama War,1999.0,,tea with mussolini comedy drama war
